Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,Platforms
Pro Evolution Soccer 2010,3/11/2009,Konami,Konami,Soccer Sim,Rated E For Everyone,6.7,44,PlayStation 3
Hot Wheels Unleashed,27/9/2021,Milestone S.r.l,Milestone S.r.l,Auto Racing,Rated E For Everyone,7,96,PlayStation 5
King's Quest Chapter 3: Once Upon a Climb,26/4/2016,The Odd Gentlemen,Sierra Games,Adventure,Rated E +10 For Everyone +10,7.4,28,Xbox One
Tails: The Backbone Preludes,2/2/2023,EggNut,Raw Fury,Adventure,Not Rated,6.894852313,,PC
100 Rogues,4/5/2010,Fusion Reactions,Fusion Reactions,RPG,Not Rated,6.2,6,iOS (iPhone/iPad)
X-Blades,6/2/2009,Gaijin Entertainment,SouthPeak Games,3D Beat-'Em-Up,Rated M For Mature,5.3,13,PlayStation 3
Castlevania: Harmony of Despair,4/8/2010,Konami,Konami,Action Adventure,Rated T For Teen,7.5,36,PlayStation 3
Puzzle Restorer,14/2/2013,,,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
The Scorpion King: Rise of the Akkadian,11/9/2002,Point of View,Universal Interactive,3D Beat-'Em-Up,Rated T For Teen,6.894852313,,GameCube
Star Wars Galaxies: An Empire Divided,9/7/2003,Sony Online Entertainment,LucasArts,MMORPG,Rated T For Teen,6.4,43,PC
Game & Watch Gallery 4,28/10/2002,TOSE,Nintendo,Compilation,Rated E For Everyone,7,,Game Boy Advance
Tchia,21/3/2023,Awaceb,Kepler Interactive,Open-World Action,Rated T For Teen,6.7,121,PC
Katamari Damacy REROLL,7/12/2018,Bandai Namco Games,Bandai Namco Games,Action Adventure,Rated E For Everyone,7.9,117,Nintendo Switch
Showtime Championship Boxing,13/12/2007,Nikitova Games,DSI Games,Combat Sport,Rated E +10 For Everyone +10,6.894852313,,DS
The Bureau: XCOM Declassified,19/8/2013,2K Marin,2K Games,Tactical Third Person Shooter,Rated M For Mature,6.5,694,PC
The Sims 4: Seasons,22/6/2018,Maxis,Electronic Arts,Virtual Life,Rated T For Teen,6.2,80,PC
MechWarrior 5: Mercenaries,10/12/2019,Piranha Games,Piranha Games,Vehicle Combat Sim,Not Rated,5.4,296,PC
The Walking Dead: The Telltale Series - The Final Season,13/8/2018,Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,8,317,PlayStation 4
Midnight Club 3: DUB Edition,11/4/2005,Rockstar San Diego,Rockstar Games,Auto Racing Sim,Rated E +10 For Everyone +10,9.2,17,Xbox
Dustoff Z,15/10/2020,Invictus,Zordix,Horizontal Shoot-'Em-Up,Rated T For Teen,6.894852313,,Nintendo Switch
Q*bert: Rebooted,17/2/2015,LOOT Entertainment,LOOT Entertainment,Arcade,Rated E For Everyone,4.7,30,PC
The Legend of Spyro: The Eternal Night,2/10/2007,Krome Studios,Sierra Entertainment,3D Platformer,Rated E +10 For Everyone +10,6.1,61,Wii
NieR: Automata - Game of the YoRHa Edition,26/2/2019,PlatinumGames,Square Enix,Action RPG,Rated M For Mature,8.9,876,PlayStation 4
The Suicide of Rachel Foster,19/2/2020,ONEOONE GAMES,Daedalic Entertainment,First-Person Adventure,Not Rated,7,95,PC
N++,28/7/2015,Metanet Software Inc.,Metanet Software Inc.,2D Platformer,Rated E +10 For Everyone +10,6.7,69,PlayStation 4
La-Mulana,3/3/2015,Pygmy Studio,Rising Star Games,Metroidvania,Rated T For Teen,7.8,28,Wii
Mr.Ninja,24/3/2011,Ponos,Ponos,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Naughty Bear,25/6/2010,Artificial Mind and Movement,505 Games,Action,Rated T For Teen,4.9,39,PlayStation 3
Detached,24/7/2018,Anshar Studios,Anshar Studios,Space Combat Sim,Rated T For Teen,6.894852313,,PC
"Honey, I Joined a Cult",3/11/2022,Sole Survivor Games,Team17,Tycoon,Not Rated,6,,PC
Disney/Pixar Cars 2,21/6/2011,Avalanche Software,Disney Interactive Studios,Auto Racing,Rated E +10 For Everyone +10,7.6,38,Xbox 360
Dillon's Rolling Western: The Last Ranger,11/4/2013,Vanpool,Nintendo,Action,Rated E +10 For Everyone +10,7,21,3DS
Skylanders Battlecast,23/5/2016,Activision,Activision,Board,Not Rated,6.894852313,,iOS (iPhone/iPad)
Wanted: Dead,14/2/2023,Soleil Ltd.,110 Industries,Action Adventure,Not Rated,5.6,68,Xbox Series X
Honeycomb Beat,2/4/2007,Hudson,Hudson,Puzzle,Rated E For Everyone,6.894852313,,DS
Memento Mori,29/7/2009,Centauri Production,Got Game Entertainment,First-Person Adventure,Rated M For Mature,7.6,37,PC
Aqua Kitty UDX,15/2/2018,Tikipod Limited,Tikipod Limited,Horizontal Shoot-'Em-Up,Rated E For Everyone,8,14,Xbox One
Dark Messiah of Might and Magic,24/10/2006,Arkane Studios,Ubisoft,FPS,Rated M For Mature,8.6,505,PC
Speed Kings,3/6/2003,Climax Studios,Acclaim,Auto Racing Sim,Rated E For Everyone,6.894852313,,PlayStation 2
ScreamRide,3/3/2015,Frontier Developments,Microsoft Game Studios,Simulation,Rated E +10 For Everyone +10,4.8,227,Xbox One
The Great Jitters: Pudding Panic,7/6/2011,KUNST-STOFF,KUNST-STOFF,Action Puzzle,Not Rated,5.8,8,iOS (iPhone/iPad)
Windbound,28/8/2020,5 Lives Studios,5 Lives Studios,Survival,Not Rated,5.2,19,PC
Fantasy Zone,23/1/2020,M2,Sega,Horizontal Shoot-'Em-Up,Rated E For Everyone,8.2,12,3DS
Dear Esther: Landmark Edition,20/9/2016,The Chinese Room,Curve Digital,First-Person Adventure,Rated T For Teen,6.1,66,Xbox One
The Incredible Hulk (2008),5/6/2008,Edge of Reality,Sega,Open-World Action,Rated T For Teen,6.5,19,PlayStation 2
Gretzky NHL 2005,9/11/2004,Page 44 Studios,SCEA,Hockey Sim,Rated E For Everyone,6.894852313,,PlayStation 2
Valhalla Knights 2,1/10/2008,K2,XSEED Games,Action RPG,Rated E +10 For Everyone +10,5.3,8,PSP
No Heroes Allowed!,1/11/2010,Acquire,SCEA,Strategy,Rated E +10 For Everyone +10,7.7,19,PSP
Driver '76,8/5/2007,Sumo Digital,Ubisoft,Auto Racing,Rated M For Mature,7.1,29,PSP
Tecmo Classic Arcade,14/9/2005,Tecmo,Tecmo,Compilation,Rated E For Everyone,6.894852313,,Xbox
Berserk and the Band of the Hawk,21/2/2017,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Not Rated,7.5,119,PlayStation Vita
The Masterplan,4/6/2015,Shark Punch,Shark Punch,Strategy,Not Rated,7.3,24,PC
Left 4 Dead 2,17/11/2009,Valve Software,Electronic Arts,Tactical FPS,Rated M For Mature,8.2,598,PC
#IDARB,30/1/2015,Other Ocean Interactive,Other Ocean Interactive,Party,Rated E For Everyone,6.9,91,Xbox One
Enter the Matrix,14/5/2003,Shiny Entertainment,Infogrames,Linear Action Adventure,Rated T For Teen,8.2,14,Xbox
JoJo's Bizarre Adventure: All-Star Battle R,2/9/2022,CyberConnect2,Bandai Namco Games,3D Fighting,Rated T For Teen,7.7,37,PlayStation 5
de Blob 2,22/2/2011,Blue Tongue Entertainment,THQ,3D Platformer,Rated E +10 For Everyone +10,7.3,28,Wii
Tom Clancy's Ghost Recon Advanced Warfighter,9/3/2006,Ubisoft Paris,Ubisoft,Tactical FPS,Rated T For Teen,7.5,112,PC
Pokemon Mystery Dungeon: Red Rescue Team,18/9/2006,ChunSoft,Nintendo,Roguelike,Rated E For Everyone,8,163,Game Boy Advance
Deracine,6/11/2018,From Software,Sony Interactive Entertainment,Adventure,Rated T For Teen,7.7,88,PlayStation 4
The Whispered World,26/4/2010,Daedalic Entertainment,Viva Media,Point-and-Click,Rated E For Everyone,7.2,91,PC
NFL GameDay 2003,12/8/2002,989 Sports,SCEA,Football Sim,Rated E For Everyone,6.894852313,,PlayStation 2
We Are OFK,18/8/2022,Team OFK,Team OFK,Adventure,Rated M For Mature,3.3,15,PC
Metal Gear Acid 2,21/3/2006,Kojima Productions,Konami,Card Battle,Rated M For Mature,8.1,30,PSP
March of the Penguins,27/11/2006,Skyworks Technologies,DSI Games,Action Puzzle,Rated E For Everyone,2,5,Game Boy Advance
Chime Super Deluxe,29/3/2011,Zoe Mode,Zoe Mode,Stacking Puzzle,Rated E For Everyone,8,16,PlayStation 3
"Hey You, Pikachu!",6/11/2000,Ambrella,Nintendo,Virtual Pet,Rated E For Everyone,5.5,28,Nintendo 64
PGA Tour 2K23,11/10/2022,Take-Two Interactive,2K Games,Golf Sim,Rated E For Everyone,4.4,28,PlayStation 5
Street Fighter X Mega Man,17/12/2012,Capcom,Capcom,2D Platformer,Not Rated,7.8,61,PC
X3: Reunion,10/11/2005,Egosoft,Enlight Software,Space Combat Sim,Rated T For Teen,7.3,57,PC
A Way Out,23/3/2018,Hazelight,Electronic Arts,Linear Action Adventure,Rated M For Mature,7.9,1118,PC
Pool Paradise,28/6/2004,Awesome Developments,Ignition Entertainment,Billiards,Rated E For Everyone,6.894852313,,PC
Reckless Racing,21/10/2010,Electronic Arts,Electronic Arts,Auto Racing Sim,Not Rated,6.894852313,,iOS (iPhone/iPad)
Kirby Star Allies,16/3/2018,HAL Labs,Nintendo,2D Platformer,Rated E +10 For Everyone +10,7.4,580,Nintendo Switch
Peggle,11/3/2009,PopCap,PopCap,Action Puzzle,Rated E For Everyone,7.5,84,Xbox 360
Microsoft Flight Simulator X,17/10/2006,Microsoft Game Studios,Microsoft Game Studios,Aircraft Sim,Rated E For Everyone,7.4,117,PC
Star Wars Battlefront: Elite Squadron,3/11/2009,Savage Entertainment,LucasArts,Third Person Shooter,Rated T For Teen,7.8,55,PSP
Shinobi (2011),15/11/2011,Griptonite Games,Sega,2D Platformer,Rated T For Teen,7.3,38,3DS
Shadow of Rome,8/2/2005,Capcom,Capcom,Action Adventure,Rated M For Mature,8.8,77,PlayStation 2
Ice Age: Scrat's Nutty Adventure,18/10/2019,Blue Sky Studios,Outright Games,Action Adventure,Rated E For Everyone,5.1,23,Xbox One
Asterix & Obelix XXL 3: The Crystal Menhir,26/1/2021,OSome Studio,Microids,Linear Action Adventure,Rated E +10 For Everyone +10,5.1,17,PlayStation 4
Rise of the Triad,31/7/2013,Interceptor,Apogee Games,FPS,Rated M For Mature,6.6,238,PC
Genesis Noir,26/3/2021,Feral Cat Den,Fellow Traveller,Point-and-Click,Not Rated,6.1,37,PC
Apocalipsis: Harry at the End of the World,28/2/2018,Punch Punk Games,Klabater,Point-and-Click,Not Rated,6.8,11,PC
Tesla Effect: A Tex Murphy Adventure,7/5/2014,Big Finish Games,Atlus,Adventure,Not Rated,8.5,182,PC
SpellForce 3: Soul Harvest,28/5/2019,Grimlore Games,THQ Nordic,Real-Time Tactics,Not Rated,8.5,51,PC
Afterfall: InSanity,25/11/2011,Nicolas Intoxicate,Nicolas Intoxicate,Survival,Not Rated,5.8,152,PC
Fish Out of Water,18/4/2013,Halfbrick Studios,Halfbrick Studios,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Arslan: The Warriors of Legend,9/2/2016,Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,7,41,PlayStation 4
Castle Crashers Remastered,9/9/2015,The Behemoth,The Behemoth,2D Beat-'Em-Up,Rated T For Teen,8.2,83,Xbox One
Bob Help Them,11/3/2021,No Gravity Games,No Gravity Games,Virtual Life,Not Rated,6.894852313,,Nintendo Switch
Gears of War 2: All Fronts Collection,28/7/2009,Epic Games,Microsoft Game Studios,Third Person Shooter,Rated M For Mature,8.9,12,Xbox 360
Worldwide Soccer Manager 2005,7/12/2004,Sports Interactive,Sega,Soccer Management,Rated E For Everyone,5.2,9,PC
Noby Noby Boy,19/2/2009,Bandai Namco Games,Bandai Namco Games,Action,Rated E For Everyone,6.3,15,PlayStation 3
Forever Worlds - Enter the Unknown,5/4/2004,Hexagon Entertainment,The Adventure Company,First-Person Adventure,Rated E For Everyone,5.2,5,PC
Insecticide: Episode 1,11/3/2008,Creat Studios,Gamecock Media Group,Action Adventure,Rated E +10 For Everyone +10,6.894852313,,DS
Samurai Warriors,6/5/2004,Omega Force,Koei,3D Beat-'Em-Up,Rated T For Teen,8.6,16,PlayStation 2
Sam & Max Episode 104: Abe Lincoln Must Die!,22/2/2007,Telltale Games,Telltale Games,Point-and-Click,Not Rated,7,20,PC
Rock Runners,14/2/2013,,,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Kaiju Wars,28/4/2022,Foolish Mortals Games,Foolish Mortals Games,Turn-Based Tactics,Not Rated,7.3,,PC
Lost in Blue: Shipwrecked,23/9/2008,Hudson Soft,Konami,Adventure,Rated E +10 For Everyone +10,6.5,,Wii
Vaccine (2017),21/2/2017,Rainy Night Creations,Rainy Night Creations,Survival,Rated M For Mature,6.894852313,,Wii U
Metroid Prime 3: Corruption,27/8/2007,Retro Studios,Nintendo,FPS,Rated T For Teen,8.7,460,Wii
Mortal Kombat 1,19/9/2023,NetherRealm Studios,Warner Bros. Games,2D Fighting,Rated M For Mature,7.1,1053,PlayStation 5
Shoot Many Robots,14/3/2012,Demiurge Studios,Ubisoft,Action,Rated M For Mature,6.8,41,Xbox 360
Blek,3/12/2013,kunabi brother GmbH,kunabi brother GmbH,Puzzle,Not Rated,6.6,10,iOS (iPhone/iPad)
Tiny Metal,21/12/2017,AREA35,AREA35,Turn-Based Tactics,Rated E +10 For Everyone +10,4.3,15,Nintendo Switch
Battlefield: Bad Company 2 Vietnam,21/12/2010,EA DICE,EA Games,FPS,Rated M For Mature,8.1,113,PlayStation 3
MadWorld,10/3/2009,PlatinumGames,Sega,3D Beat-'Em-Up,Rated M For Mature,8.3,135,Wii
The Dark Eye : Book of Heroes,9/6/2020,Random Potion Oy,Wild River Games,RPG,Not Rated,2.2,6,PC
Trials of Mana,24/4/2020,Xeen,Square Enix,Action RPG,Rated T For Teen,7.7,151,Nintendo Switch
The Legend of Zelda: Twilight Princess,19/11/2006,Nintendo,Nintendo,Open-World Action,Rated T For Teen,8.9,1815,Wii
The Longing,5/3/2020,Studio Seufz,Studio Seufz,Adventure,Not Rated,7.9,33,PC
Eagle Eye Golf,10/10/2006,Nippon Telenet,Aksys Games,Golf Sim,Rated E +10 For Everyone +10,6.894852313,,PlayStation 2
ALTDEUS: Beyond Chronos,4/12/2020,MyDearest,MyDearest,Visual Novel,Not Rated,8.5,10,PC
Yuppie Psycho,25/4/2019,Baroque Decay,Another Indie,Action Adventure,Not Rated,8.3,68,PC
EOE: Eve of Extinction,26/2/2002,Yuke's,Eidos Interactive,Action Adventure,Rated T For Teen,7.7,6,PlayStation 2
NHL 15,9/9/2014,EA Sports,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,3.7,319,Xbox One
Zwei: The Ilvard Insurrection,31/10/2017,Falcom,XSEED Games,Action RPG,Not Rated,8.2,12,PC
Sniper Elite VR,8/7/2021,Coatsink Software,Rebellion,Light Gun,Not Rated,7.5,10,PC
Champions of Norrath,10/2/2004,Snowblind Studios,Sony Online Entertainment,Action RPG,Rated T For Teen,8.4,56,PlayStation 2
DynamoKid Touch,4/5/2010,OrangePixel,OrangePixel,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Tech Support: Error Unknown,27/2/2019,Dragon Slumber,Dragon Slumber,Adventure,Not Rated,5.8,9,PC
Junk Jack X,29/8/2013,Pixbits SRL,Pixbits SRL,Sandbox,Not Rated,6.3,8,iOS (iPhone/iPad)
Patapon,26/2/2008,SCE Japan Studio,SCEA,Rhythm,Rated E For Everyone,8.6,117,PSP
Far Cry 2,21/10/2008,Ubisoft Montreal,Ubisoft,FPS,Rated M For Mature,6.6,280,PC
Tempest 4000,17/7/2018,Llamasoft,Atari SA,Top-Down Shoot-'Em-Up,Rated E For Everyone,5.3,16,PC
Professor Heinz Wolff's Gravity,6/4/2009,Deep Silver,Deep Silver,Action Puzzle,Rated E For Everyone,6.894852313,,Wii
Star Wars: Trench Run,17/11/2009,Infrared5,THQ Wireless,Space Combat Sim,Not Rated,6.894852313,,iOS (iPhone/iPad)
Racing Gears Advance,8/2/2005,"Orbital Media, Inc.","Orbital Media, Inc.",Auto Racing,Rated E For Everyone,7.5,38,Game Boy Advance
Beatdown!,15/11/2012,Ravenous Games,Ravenous Games,Action,Not Rated,6.894852313,,iOS (iPhone/iPad)
Among Us VR,10/11/2022,Schell Games,Innersloth,Survival,Not Rated,7.5,8,PlayStation 4
Sega Superstars Tennis,18/3/2008,Sumo Digital,Sega,Tennis,Rated E +10 For Everyone +10,7.4,23,PlayStation 3
Steins;Gate 0,29/11/2016,5pb,PQube,Visual Novel,Rated M For Mature,8.6,114,PlayStation Vita
Cross Racing Championship 2005,4/10/2005,Invictus,Graphsim Entertainment,Auto Racing Sim,Rated E For Everyone,6.7,6,PC
Minecraft: Story Mode - Episode 3: The Last Place You Look,24/11/2015,Telltale Games,Telltale Games,Point-and-Click,Rated E +10 For Everyone +10,6.5,48,PlayStation 4
Samurai Shodown V,18/1/2006,SNK Playmore,SNK Playmore,2D Fighting,Rated T For Teen,6.894852313,,Nintendo Switch
Ridge Racer Unbounded,27/3/2012,Bugbear,Namco Bandai Games,Auto Racing,Rated T For Teen,7.6,59,PC
OVERPASS,17/3/2020,Zordix Racing,Bigben Interactive,Auto Racing Sim,Rated E For Everyone,2.9,17,PC
Boson X,26/9/2013,Ian MacLarty,Ian MacLarty,Arcade,Not Rated,6.894852313,,PC
Lionheart: Kings' Crusade,8/10/2010,NeocoreGames,Paradox Interactive,Real-Time Strategy,Rated T For Teen,7.1,23,PC
Curious George,1/2/2006,Monkey Bar Games,Namco,Action Adventure,Rated E For Everyone,7,5,PC
Extermination,23/7/2001,Deep Space,SCEA,Survival,Rated M For Mature,8.2,18,PlayStation 2
Gore: Ultimate Soldier,5/6/2002,4D Rulers,DreamCatcher Interactive,FPS,Rated M For Mature,7,5,PC
RHYTHM THIEF & the Paris Caper,9/1/2014,Sega,Sega,Rhythm,Not Rated,6.894852313,,iOS (iPhone/iPad)
Yu-Gi-Oh! GX Tag Force,14/11/2006,Konami,Konami,Card Battle,Rated E For Everyone,7,41,PSP
Pillars of Eternity II: Deadfire,8/5/2018,Obsidian Entertainment,Versus Evil,Western RPG,Rated M For Mature,7.8,762,PC
Scene It? Bright Lights! Big Screen!,17/11/2009,Artificial Mind and Movement,Warner Bros. Interactive Entertainment,Trivia,Rated T For Teen,6.3,,PlayStation 3
Universe at War: Earth Assault,10/12/2007,Petroglyph,Sega,Real-Time Strategy,Rated T For Teen,8.5,59,PC
moon: Remix RPG Adventure,27/8/2020,Onion Games,Onion Games,RPG,Rated E +10 For Everyone +10,8,20,Nintendo Switch
Beholder: Complete Edition,19/1/2018,Warm Lamp Games,Curve Digital,Strategy,Rated T For Teen,7.8,,Xbox One
Axiom Verge,31/3/2015,Tom Happ,Tom Happ,Metroidvania,Rated E +10 For Everyone +10,7.8,213,PC
Immortal Legacy: The Jade Cipher,16/4/2019,Viva Games,Viva Games,Light Gun,Rated M For Mature,7.2,40,PlayStation 4
Untold Legends: The Warrior's Code,28/3/2006,Sony Online Entertainment,Sony Online Entertainment,Action RPG,Rated T For Teen,7.3,17,PSP
Rugby 06,14/2/2006,EA Canada,Electronic Arts,Rugby,Rated E For Everyone,6.894852313,,Xbox
Slayin,4/4/2013,FDG Entertainment,FDG Entertainment,RPG,Not Rated,8.3,6,iOS (iPhone/iPad)
Stoked: Big Air Edition,23/11/2009,Bongfish,Destineer,Skiing,Rated T For Teen,7,7,Xbox 360
Lost Kingdoms II,21/5/2003,From Software,Activision,JRPG,Rated T For Teen,8.1,15,GameCube
Stirring Abyss,29/10/2020,Sleepy Sentry,Slitherine,Turn-Based Tactics,Not Rated,7.6,9,PC
Raze's Hell,21/4/2005,Artech Studios,Majesco,Third Person Shooter,Rated M For Mature,5,,Xbox
Mutant Football League: Dynasty Edition,30/10/2018,Nighthawk Interactive,Nighthawk Interactive,Football,Rated M For Mature,7.1,23,Xbox One
The VideoKid,30/8/2018,Chorus Worldwide,Chorus Worldwide,Arcade,Rated E +10 For Everyone +10,5.8,,Nintendo Switch
Tiny Troopers 2,28/3/2013,Kukouri Mobile Entertainment,Chillingo,Top-Down Shoot-'Em-Up,Not Rated,5.4,5,iOS (iPhone/iPad)
Spyro 2: Season of Flame,24/9/2002,Digital Eclipse,Universal Interactive,3D Platformer,Rated E For Everyone,6.4,23,Game Boy Advance
Rhythm Heaven Fever,13/2/2012,Nintendo,Nintendo,Rhythm,Rated E For Everyone,8.4,99,Wii
The Ward,22/1/2001,Fragile Bits,On Deck Interactive,Adventure,Rated T For Teen,6.894852313,,PC
Hammer & Sickle,5/12/2005,Novik & Co,cdv Software,Turn-Based Tactics,Rated T For Teen,7.8,13,PC
Lust from Beyond,11/3/2021,Movie Games,Movie Games,First-Person Adventure,Not Rated,6.7,41,PC
The Red Strings Club,22/1/2018,Deconstructeam,Devolver Digital,Visual Novel,Not Rated,7.6,151,PC
Shark Dash,19/4/2012,Gameloft,Gameloft,Puzzle,Not Rated,6.894852313,,iOS (iPhone/iPad)
INKS.,4/5/2016,State of Play Games,State of Play Games,Pinball,Not Rated,6.894852313,,iOS (iPhone/iPad)
Forgotten Memories: Alternate Realities,23/4/2015,Psychose Interactive Inc.,Psychose Interactive Inc.,Survival,Not Rated,7,33,iOS (iPhone/iPad)
Hills and Rivers Remain,24/11/2009,Square Enix,Square Enix,Real-Time Strategy,Not Rated,6.894852313,,iOS (iPhone/iPad)
Shin Megami Tensei: Devil Survivor 2 Record Breaker,5/5/2015,Atlus,Atlus,Turn-Based Tactics,Rated T For Teen,5.4,273,3DS
SNK Heroines: Tag Team Frenzy,7/9/2018,SNK Corporation,NIS America,2D Fighting,Rated T For Teen,6.6,56,Nintendo Switch
Otogi: Myth of Demons,27/8/2003,From Software,Sega,Action Adventure,Rated T For Teen,7.5,13,Xbox
Futurama,14/8/2003,Unique Development Studios,VU Games,3D Platformer,Rated T For Teen,6.5,20,Xbox
Lapis x Labyrinth,28/5/2019,Nippon Ichi Software,NIS America,Action RPG,Rated E +10 For Everyone +10,6.2,13,PlayStation 4
Tribes 2,28/3/2001,Dynamix,Sierra Entertainment,FPS,Rated T For Teen,8,43,PC
Naruto Shippuden: Ultimate Ninja Storm Generations,13/3/2012,CyberConnect2,Namco Bandai Games,3D Fighting,Rated T For Teen,6.9,65,Xbox 360
MLB The Show 16,29/3/2016,SCEA San Diego Studios,SCEA,Baseball Sim,Rated E For Everyone,7.3,190,PlayStation 4
FIFA Soccer 10,20/10/2009,EA Sports,Electronic Arts,Soccer Sim,Rated E For Everyone,7.3,109,PlayStation 3
Apex (2003),17/2/2003,Milestone S.r.l,Atari SA,Auto Racing Sim,Rated E For Everyone,6,6,Xbox
Champions: Return to Arms,7/2/2005,Snowblind Studios,Sony Online Entertainment,Action RPG,Rated T For Teen,7.6,35,PlayStation 2
Sisters Royale: Five Sisters Under Fire,30/1/2020,Alfa System,Chorus Worldwide,Vertical Shoot-'Em-Up,Rated E +10 For Everyone +10,6.894852313,,Nintendo Switch
Call of Duty: Ghosts - Devastation,3/4/2014,Infinity Ward,Activision,FPS,Rated M For Mature,5.7,26,Xbox One
Wii Party U,25/10/2013,Nd Cube,Nintendo,Party,Rated E For Everyone,7.1,169,Wii U
Gods Eater Burst,15/3/2011,Shift,D3Publisher,Action RPG,Rated T For Teen,8,41,PSP
Monster Truck Championship,20/10/2020,Teyon,Maximum Games,Vehicle Sim,Rated E For Everyone,3.1,7,Nintendo Switch
Star Horizon,14/5/2020,Orbital Knight sp. z o.o.,No Gravity Games,Rail Shooter,Rated T For Teen,6.894852313,,iOS (iPhone/iPad)
Cardboard Castle,12/1/2011,Bulkypix,Bulkypix,Puzzle,Not Rated,6.894852313,,PlayStation Vita
Super Toy Cars,24/7/2014,Eclipse Games,Eclipse Games,Auto Racing,Rated E For Everyone,7.4,7,PC
